symbol	n	sources	ngc	cosm1	cancermine	cacao	umccr	germ	driver	cos_fu	hmf_fu	tumorsuppressor	oncogene	fusion	tier1	PRINCIPAL_hg19	PRINCIPAL_hg38
RUNX3	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	ENST00000308873	ENST00000308873
RXRA	4	TEMPUS|NGC_other|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000481739	ENST00000481739
RYBP	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000477973	ENST00000477973
S100A7	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	ENST00000368722,ENST00000368723	ENST00000368723,ENST00000368722
SALL4	3	NGC_known|cancermine|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000217086	ENST00000217086
SAMHD1	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000262878	ENST00000646673
SASH1	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000367467	ENST00000367467
SBDS	4	CPSR_panel0|familial_cancer|NGC_known|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000246868	ENST00000246868
SCG5	3	CPSR_panel0|TEMPUS|familial_cancer	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000300175	ENST00000300175
SDC4	3	NGC_known|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000372733	ENST00000372733
SDHA	12	CPSR_panel0|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000264932	ENST00000264932
SDHAF2	8	CPSR_panel0|TS500|TEMPUS|familial_cancer|NGC_known|oncokb|msk_impact|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000301761	ENST00000301761
SDHB	12	CPSR_panel0|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000375499	ENST00000375499
SDHC	12	CPSR_panel0|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000367975	ENST00000367975
SDHD	12	CPSR_panel0|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000375549,ENST00000531744,ENST00000532699	ENST00000375549
SEC31A	2	foundation_one_heme|HMF_fusions	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	ENST00000395310	ENST00000395310,ENST00000355196,ENST00000448323
SEMA3B	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	NA	ENST00000618865,ENST00000616701
SEPT5	4	NGC_known|foundation_one_heme|cosmic2|HMF_fusions	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000455784	ENST00000455784
SEPT6	4	NGC_known|foundation_one_heme|cosmic2|HMF_fusions	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000354228	ENST00000343984
SEPT9	4	NGC_known|foundation_one_heme|cosmic2|HMF_fusions	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000427177	ENST00000427177
SERPINA1	1	CPSR_panel0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000393088,ENST00000393087,ENST00000448921,ENST00000449399,ENST00000437397,ENST00000355814,ENST00000440909,ENST00000404814	ENST00000393088,ENST00000404814,ENST00000636712,ENST00000440909,ENST00000448921,ENST00000393087,ENST00000437397,ENST00000355814,ENST00000449399
SERPINB5	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000382771	ENST00000382771
SESN1	2	oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000436639	ENST00000436639
SESN2	2	oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000253063	ENST00000253063
SESN3	2	oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000536441	ENST00000536441
SET	4	NGC_known|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	ENST00000322030	ENST00000322030
SETBP1	10	CPSR_panel0|AZ300|TS500|TEMPUS|NGC_known|NGC_other|msk_heme|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000282030	ENST00000282030
SETD1A	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000262519	ENST00000262519
SETD1B	4	NGC_known|oncokb|msk_heme|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000542440,ENST00000267197	ENST00000619791
SETD2	14	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000409792	ENST00000409792
SETD3	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000331768	ENST00000331768
SETD4	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000399215,ENST00000332131	ENST00000399215,ENST00000332131
SETD5	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000406341,ENST00000402198	ENST00000406341,ENST00000402198
SETD6	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000310682	ENST00000310682
SETD7	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000274031	ENST00000274031
SETDB1	5	NGC_other|cancermine|oncokb|msk_heme|cosmic2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000368969	ENST00000368969
SETDB2	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000317257	ENST00000354234
SF3B1	13	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000335508	ENST00000335508
SFPQ	3	NGC_known|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	ENST00000357214	ENST00000357214
SFRP1	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000220772	ENST00000220772
SFRP4	2	NGC_known|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000436072	ENST00000436072
SGK1	8	AZ300|TEMPUS|NGC_known|NGC_other|oncokb|msk_heme|foundation_one_heme|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000237305	ENST00000237305
SH2B3	9	CPSR_panel0|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000341259	ENST00000341259
SH2D1A	4	CPSR_panel0|TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000371139	ENST00000371139
SH3GL1	4	NGC_known|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	ENST00000269886	ENST00000269886
SHH	2	PMCC|cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.3333333333333333	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000297261	ENST00000297261
SHOC2	4	CPSR_panel0|AZ300|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000369452	ENST00000369452
SHQ1	3	TS500|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000325599	ENST00000325599
SHTN1	1	NGC_known	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	ENST00000615301
SIN3A	2	AZ300|NGC_other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000394947,ENST00000360439,ENST00000394949	ENST00000394949,ENST00000360439,ENST00000394947
SIRPA	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000400068	ENST00000356025,ENST00000358771,ENST00000400068
SIRT1	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	ENST00000212015	ENST00000212015
SIRT2	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	ENST00000249396	ENST00000249396
SIRT3	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000382743	ENST00000382743
SIRT6	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000337491	ENST00000337491
SIX1	2	NGC_known|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000247182	ENST00000645694,ENST00000247182
SIX2	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000303077	ENST00000303077
SKI	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000378536	ENST00000378536
SKP2	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000274255	ENST00000274255
SLC25A13	1	CPSR_panel0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000265631	ENST00000265631
SLC34A2	3	NGC_known|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	ENST00000382051	ENST00000382051
SLC45A3	3	NGC_known|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000367145	ENST00000367145
SLIT2	4	PMCC|TS500|TEMPUS|foundation_one	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000504154	ENST00000504154
SLX4	6	CPSR_panel0|TS500|TEMPUS|familial_cancer|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000294008	ENST00000294008
SMAD2	13	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000402690,ENST00000262160	ENST00000262160,ENST00000402690
SMAD3	8	PMCC|TS500|TEMPUS|NGC_known|oncokb|msk_impact|foundation_one|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000327367	ENST00000327367
SMAD4	16	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	0.1111111111111111	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	ENST00000398417,ENST00000342988	ENST00000398417,ENST00000342988
SMARCA1	2	TEMPUS|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000371122	ENST00000371122
SMARCA4	14	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000413806,ENST00000541122	ENST00000429416,ENST00000344626
SMARCB1	16	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|familial_cancer|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	ENST00000263121	ENST00000644036
SMARCD1	6	TS500|NGC_known|oncokb|msk_impact|msk_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000394963	ENST00000394963
SMARCE1	4	CPSR_panel0|TEMPUS|NGC_known|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000348513	ENST00000348513,ENST00000643683
SMC1A	9	AZ300|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_heme|foundation_one_heme|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000322213	ENST00000322213
SMC3	7	AZ300|TS500|TEMPUS|NGC_other|oncokb|msk_heme|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000361804	ENST00000361804
SMG1	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000446231	ENST00000446231
SMO	13	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000249373	ENST00000249373
SMURF1	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000361368	ENST00000361368
SMYD3	2	oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000388985	ENST00000490107
SNCAIP	3	PMCC|TS500|foundation_one	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000261368	ENST00000261368
SND1	3	NGC_known|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	ENST00000354725	ENST00000354725
SNX29	2	NGC_known|foundation_one_heme	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	ENST00000566228	ENST00000566228
SOCS1	13	PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	ENST00000332029	ENST00000644787,ENST00000332029
SOS1	5	CPSR_panel0|AZ300|NGC_other|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000402219,ENST00000426016	ENST00000426016,ENST00000402219
SOX1	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000330949	ENST00000330949
SOX10	5	PMCC|TS500|TEMPUS|foundation_one|foundation_one_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000360880,ENST00000396884	ENST00000360880,ENST00000396884
SOX17	5	AZ300|TS500|NGC_other|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000297316	ENST00000297316
SOX2	12	AZ300|PMCC|TS500|TEMPUS|NGC_known|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000431565,ENST00000325404	ENST00000325404
SOX21	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000376945	ENST00000376945
SOX4	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000543472,ENST00000244745	ENST00000244745
SOX9	11	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|foundation_one|vogelstein	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	0.3333333333333333	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	ENST00000245479	ENST00000645356,ENST00000245479
SP140	2	oncokb|msk_heme	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000392045	ENST00000392045
SPARC	2	PMCC|cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000231061	ENST00000231061
SPDEF	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	ENST00000374037	ENST00000374037
SPECC1	2	NGC_known|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	ENST00000395527,ENST00000261503	ENST00000395527,ENST00000261503
SPEN	10	PMCC|TS500|TEMPUS|NGC_known|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000375759	ENST00000375759
SPI1	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.3333333333333333	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	ENST00000378538	ENST00000378538
SPINK1	2	CPSR_panel0|TEMPUS	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000296695	ENST00000296695
SPOP	15	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	0.5	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000393331,ENST00000503676,ENST00000347630,ENST00000393328,ENST00000504102	ENST00000393328,ENST00000504102,ENST00000503676,ENST00000347630
SPRED1	5	CPSR_panel0|AZ300|TEMPUS|oncokb|msk_impact	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000299084	ENST00000299084
SPRTN	1	CPSR_panel0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000295050	ENST00000295050
SPTA1	4	PMCC|TS500|NGC_other|foundation_one	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	ENST00000368147	ENST00000643759,ENST00000368147
SRC	11	PMCC|TS500|TEMPUS|NGC_known|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.1111111111111111	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000445403,ENST00000373578,ENST00000358208,ENST00000373567	ENST00000373567,ENST00000358208,ENST00000373578
SRF	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000265354	ENST00000265354
SRGAP3	3	NGC_known|cosmic2|HMF_fusions	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000383836	ENST00000383836
SRSF2	10	TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	ENST00000359995,ENST00000392485	ENST00000359995,ENST00000392485
SRSF3	3	NGC_known|foundation_one_heme|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ENST00000373715	ENST00000620941,ENST00000373715
SRY	2	CPSR_panel0|AZ300	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ENST00000383070	ENST00000383070
SS18	4	NGC_known|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000415083	ENST00000415083
SS18L1	3	NGC_known|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	ENST00000331758,ENST00000421564	ENST00000331758
SSX1	4	NGC_known|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	ENST00000376919	ENST00000376919
SSX2	4	NGC_known|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	ENST00000337502	ENST00000337502
SSX4	4	NGC_known|foundation_one_heme|cosmic1|HMF_fusions	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	ENST00000376886	ENST00000595689
STAG1	5	TS500|NGC_known|oncokb|msk_heme|cosmic2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000383202	ENST00000383202
STAG2	13	AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|vogelstein|cosmic1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000371157,ENST00000371144,ENST00000371160	ENST00000371157,ENST00000371144,ENST00000371160
STAT1	1	cancermine	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	ENST00000409465,ENST00000361099	ENST00000409465,ENST00000361099
STAT3	14	CPSR_panel0|AZ300|PMCC|TS500|TEMPUS|NGC_known|NGC_other|cancermine|oncokb|msk_impact|msk_heme|foundation_one|foundation_one_heme|cosmic1	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	0.125	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	ENST00000264657,ENST00000588969	ENST00000588969,ENST00000264657
